,Date,HourlyPrice,Close,High,Low
161,2020-10-07,10600.4,10579.57,10602.38,10579.35
162,2020-10-07,10588.25,10600.4,10607.22,10586.96
163,2020-10-07,10594.78,10614.0,10619.49,10585.06
164,2020-10-07,10614.0,10625.69,10630.35,10608.86
165,2020-10-07,10625.69,10620.04,10632.39,10604.52
166,2020-10-07,10620.04,10616.05,10626.26,10604.46
167,2020-10-07,10579.57,10594.78,10598.86,10576.42
168,2020-10-08,10610.03,10637.24,10653.41,10598.98
169,2020-10-08,10637.24,10736.57,10747.59,10622.81
170,2020-10-08,10736.57,10916.35,10944.84,10718.08
171,2020-10-08,10916.35,10901.44,10938.45,10868.96
172,2020-10-08,10896.07,10884.31,10906.55,10879.64
173,2020-10-08,10884.73,10880.22,10901.29,10858.12
174,2020-10-08,10880.22,10888.14,10900.73,10864.62
175,2020-10-08,10612.74,10610.03,10616.21,10602.47
176,2020-10-08,10901.44,10930.69,10936.7,10887.43
177,2020-10-08,10567.85,10612.74,10629.46,10563.34
178,2020-10-08,10888.14,10896.07,10907.1,10871.1
179,2020-10-08,10593.97,10568.29,10607.08,10561.92
180,2020-10-08,10568.29,10567.85,10578.63,10541.2
181,2020-10-08,10661.73,10660.18,10662.41,10646.99
182,2020-10-08,10660.18,10672.67,10677.65,10652.8
183,2020-10-08,10672.67,10646.48,10675.45,10645.34
184,2020-10-08,10646.48,10645.49,10648.17,10626.02
185,2020-10-08,10930.69,10884.73,10957.42,10875.99
186,2020-10-08,10645.54,10646.99,10660.13,10643.53
187,2020-10-08,10646.99,10638.28,10647.81,10637.39
188,2020-10-08,10638.28,10617.58,10639.57,10610.11
189,2020-10-08,10617.58,10628.84,10631.81,10611.16
190,2020-10-08,10645.49,10645.54,10647.17,10629.64
191,2020-10-08,10628.84,10593.97,10628.84,10585.86
192,2020-10-09,11042.49,11058.78,11059.96,11026.09
193,2020-10-09,11054.45,11045.13,11057.8,11027.47
194,2020-10-09,11069.21,11054.45,11069.92,11041.03
195,2020-10-09,11057.89,11069.21,11070.72,11056.48
196,2020-10-09,11072.16,11095.55,11098.9,11056.02
197,2020-10-09,11082.93,11072.16,11088.85,11049.32
198,2020-10-09,11074.94,11082.93,11089.01,11057.63
199,2020-10-09,11052.68,11074.94,11109.32,11049.65
200,2020-10-09,10992.93,11052.68,11104.51,10992.14
201,2020-10-09,10880.85,10992.93,10994.72,10877.35
202,2020-10-09,11045.13,11042.49,11059.66,11038.85
203,2020-10-09,10897.36,10899.09,10901.98,10887.67
204,2020-10-09,10899.09,10880.85,10899.28,10871.55
205,2020-10-09,10884.31,10903.57,10913.67,10882.54
206,2020-10-09,10903.57,10929.4,10941.06,10888.47
207,2020-10-09,10929.4,10884.34,10943.85,10870.5
208,2020-10-09,10884.34,10903.85,10905.34,10880.78
209,2020-10-09,11095.55,11057.89,11106.71,11052.2
210,2020-10-09,10905.79,10894.43,10909.78,10886.95
211,2020-10-09,10894.43,10881.74,10898.3,10874.56
212,2020-10-09,10881.74,10871.53,10892.59,10871.01
213,2020-10-09,10871.53,10856.5,10873.34,10839.3
214,2020-10-09,10856.5,10897.36,10910.25,10855.7
215,2020-10-09,10903.85,10905.79,10923.48,10900.12
216,2020-10-10,11368.63,11374.03,11380.1,11330.07
217,2020-10-10,11366.75,11358.52,11375.77,11352.34
218,2020-10-10,11355.46,11366.75,11374.62,11349.02
219,2020-10-10,11338.17,11355.46,11374.94,11336.8
220,2020-10-10,11354.54,11338.17,11371.55,11321.46
221,2020-10-10,11363.09,11354.54,11411.95,11322.5
222,2020-10-10,11351.31,11363.09,11364.03,11326.99
223,2020-10-10,11344.12,11351.31,11375.72,11317.3
224,2020-10-10,11323.0,11344.12,11344.12,11294.33
225,2020-10-10,11317.9,11323.0,11358.78,11304.65
226,2020-10-10,11385.32,11379.73,11395.06,11367.67
227,2020-10-10,11379.73,11321.78,11388.65,11296.03
228,2020-10-10,11361.01,11385.32,11385.32,11359.63
229,2020-10-10,11379.05,11361.01,11392.75,11358.56
230,2020-10-10,11404.94,11379.05,11407.76,11369.43
231,2020-10-10,11388.7,11414.97,11485.43,11388.68
232,2020-10-10,11097.1,11388.7,11439.84,11090.88
233,2020-10-10,11085.3,11097.1,11098.39,11066.75
234,2020-10-10,11058.78,11085.3,11099.3,11057.98
235,2020-10-10,11081.69,11058.78,11100.06,11058.45
236,2020-10-10,11058.78,11081.69,11083.02,11049.18
237,2020-10-10,11321.78,11317.9,11323.64,11246.79
238,2020-10-10,11414.97,11404.94,11423.72,11384.49
239,2020-10-10,11358.52,11368.63,11372.31,11346.95
240,2020-10-11,11379.94,11400.81,11434.1,11379.84
241,2020-10-11,11337.65,11325.42,11342.2,11290.86
242,2020-10-11,11339.41,11337.65,11357.41,11337.61
243,2020-10-11,11408.47,11339.41,11416.89,11327.16
244,2020-10-11,11413.99,11408.47,11420.73,11389.09
245,2020-10-11,11394.22,11413.99,11421.12,11394.22
246,2020-10-11,11400.81,11394.22,11417.38,11369.59
247,2020-10-11,11368.81,11379.94,11433.93,11356.83
248,2020-10-11,11360.78,11368.81,11379.55,11342.0
249,2020-10-11,11371.33,11360.78,11380.17,11353.15
250,2020-10-11,11352.74,11389.54,11397.82,11341.36
251,2020-10-11,11347.91,11352.74,11358.68,11332.79
252,2020-10-11,11389.54,11371.33,11404.29,11352.8
253,2020-10-11,11359.9,11357.84,11370.41,11342.89
254,2020-10-11,11341.56,11359.9,11369.6,11338.66
255,2020-10-11,11321.22,11341.56,11343.15,11307.89
256,2020-10-11,11335.55,11321.22,11341.02,11307.21
257,2020-10-11,11353.76,11335.55,11356.01,11314.95
258,2020-10-11,11375.37,11353.76,11375.76,11349.05
259,2020-10-11,11310.04,11375.37,11396.42,11308.8
260,2020-10-11,11301.57,11310.04,11324.19,11284.09
261,2020-10-11,11354.58,11301.57,11355.38,11272.36
262,2020-10-11,11374.03,11354.58,11374.42,11342.49
263,2020-10-11,11357.84,11347.91,11365.08,11339.57
264,2020-10-12,11471.98,11546.16,11580.35,11471.98
265,2020-10-12,11252.57,11292.57,11293.33,11248.02
266,2020-10-12,11292.57,11487.05,11530.66,11279.31
267,2020-10-12,11487.05,11471.98,11496.22,11452.38
268,2020-10-12,11546.16,11557.81,11581.32,11531.72
269,2020-10-12,11396.38,11397.32,11402.48,11374.35
270,2020-10-12,11555.28,11558.84,11572.89,11545.32
271,2020-10-12,11558.84,11546.97,11576.45,11546.0
272,2020-10-12,11546.97,11566.07,11577.49,11536.41
273,2020-10-12,11566.07,11691.33,11725.28,11563.56
274,2020-10-12,11268.8,11252.57,11275.84,11248.07
275,2020-10-12,11557.81,11555.28,11571.42,11531.6
276,2020-10-12,11358.13,11268.8,11364.55,11223.99
277,2020-10-12,11358.28,11375.51,11392.97,11350.39
278,2020-10-12,11376.54,11359.35,11391.03,11359.35
279,2020-10-12,11337.45,11376.54,11390.17,11328.87
280,2020-10-12,11398.85,11337.45,11400.01,11336.85
281,2020-10-12,11387.23,11398.85,11409.8,11380.9
282,2020-10-12,11390.42,11387.23,11394.38,11371.21
283,2020-10-12,11397.32,11390.42,11406.26,11383.95
284,2020-10-12,11382.43,11396.38,11405.34,11360.79
285,2020-10-12,11375.51,11382.43,11382.47,11351.74
286,2020-10-12,11325.42,11358.28,11361.37,11304.43
287,2020-10-12,11359.35,11358.13,11376.0,11318.96
288,2020-10-13,11491.57,11446.52,11509.49,11434.74
289,2020-10-13,11386.28,11399.12,11399.92,11347.44
290,2020-10-13,11446.52,11352.99,11448.32,11332.44
291,2020-10-13,11387.07,11386.28,11417.82,11371.43
292,2020-10-13,11399.12,11361.57,11405.05,11355.27
293,2020-10-13,11352.99,11387.07,11388.8,11314.56
294,2020-10-13,11384.13,11390.1,11429.21,11375.38
295,2020-10-13,11390.1,11431.91,11432.44,11389.67
296,2020-10-13,11431.91,11454.01,11464.44,11427.83
297,2020-10-13,11472.3,11518.43,11561.69,11397.26
298,2020-10-13,11361.57,11384.13,11401.5,11351.43
299,2020-10-13,11491.97,11472.3,11497.34,11466.84
300,2020-10-13,11518.43,11491.57,11529.17,11471.46
301,2020-10-13,11483.9,11455.72,11484.16,11438.43
302,2020-10-13,11455.72,11491.97,11493.03,11449.26
303,2020-10-13,11662.69,11539.76,11663.65,11500.51
304,2020-10-13,11539.76,11496.19,11550.2,11447.45
305,2020-10-13,11496.19,11511.15,11516.58,11459.73
306,2020-10-13,11511.15,11491.95,11511.53,11462.01
307,2020-10-13,11691.33,11662.69,11704.88,11645.03
308,2020-10-13,11458.62,11484.85,11486.27,11453.26
309,2020-10-13,11484.85,11509.29,11518.56,11479.39
310,2020-10-13,11509.29,11483.9,11511.9,11463.42
311,2020-10-13,11491.95,11458.62,11491.95,11433.47
312,2020-10-14,11349.86,11391.85,11393.82,11349.34
313,2020-10-14,11421.56,11384.95,11430.29,11369.8
314,2020-10-14,11344.21,11349.86,11378.8,11342.25
315,2020-10-14,11349.05,11344.21,11362.68,11298.88
316,2020-10-14,11391.85,11382.96,11413.25,11381.67
317,2020-10-14,11326.27,11349.08,11363.46,11311.94
318,2020-10-14,11394.94,11326.27,11418.1,11309.29
319,2020-10-14,11530.35,11394.94,11534.17,11371.83
320,2020-10-14,11412.61,11530.35,11550.25,11411.86
321,2020-10-14,11374.6,11412.61,11413.63,11363.22
322,2020-10-14,11384.95,11374.6,11419.16,11373.46
323,2020-10-14,11446.52,11421.56,11453.25,11410.61
324,2020-10-14,11349.08,11349.05,11358.61,11332.47
325,2020-10-14,11429.17,11417.51,11433.64,11393.0
326,2020-10-14,11413.93,11429.17,11429.18,11395.11
327,2020-10-14,11397.5,11413.93,11416.23,11383.3
328,2020-10-14,11398.0,11397.5,11420.53,11373.4
329,2020-10-14,11428.79,11398.0,11452.84,11397.99
330,2020-10-14,11453.77,11428.79,11454.28,11425.79
331,2020-10-14,11480.9,11453.77,11486.35,11437.03
332,2020-10-14,11427.29,11480.9,11483.63,11411.73
333,2020-10-14,11442.69,11427.29,11453.57,11416.54
334,2020-10-14,11454.01,11442.69,11459.45,11428.62
335,2020-10-14,11417.51,11446.52,11453.43,11417.51
336,2020-10-15,11317.19,11379.96,11396.82,11281.85
337,2020-10-15,11379.96,11408.01,11419.2,11360.83
338,2020-10-15,11408.01,11393.96,11408.01,11371.4
339,2020-10-15,11393.96,11401.62,11420.45,11380.55
340,2020-10-15,11525.1,11542.73,11607.59,11524.97
341,2020-10-15,11387.75,11467.81,11486.32,11386.08
342,2020-10-15,11467.81,11475.68,11491.84,11459.62
343,2020-10-15,11475.68,11525.1,11534.77,11475.68
344,2020-10-15,11335.45,11317.19,11340.11,11314.26
345,2020-10-15,11542.73,11498.92,11543.85,11478.55
346,2020-10-15,11401.62,11387.75,11474.04,11377.59
347,2020-10-15,11314.09,11335.45,11342.87,11302.29
348,2020-10-15,11400.81,11411.16,11412.84,11382.74
349,2020-10-15,11406.32,11350.96,11410.2,11344.97
350,2020-10-15,11402.82,11406.32,11411.02,11387.28
351,2020-10-15,11411.16,11402.82,11425.29,11389.7
352,2020-10-15,11384.85,11400.81,11409.64,11376.93
353,2020-10-15,11372.47,11384.85,11386.64,11371.08
354,2020-10-15,11398.57,11372.47,11404.8,11371.75
355,2020-10-15,11401.43,11398.57,11420.33,11381.27
356,2020-10-15,11429.3,11401.43,11430.62,11399.55
357,2020-10-15,11403.79,11429.3,11437.78,11391.54
358,2020-10-15,11382.96,11403.79,11413.76,11379.53
359,2020-10-15,11350.96,11314.09,11351.22,11269.05
360,2020-10-16,11334.12,11336.03,11341.0,11292.87
361,2020-10-16,11377.21,11376.71,11398.96,11352.58
362,2020-10-16,11376.71,11358.68,11390.0,11341.05
363,2020-10-16,11358.68,11334.12,11390.73,11322.0
364,2020-10-16,11336.03,11352.44,11355.26,11317.0
365,2020-10-16,11374.96,11329.76,11375.95,11329.76
366,2020-10-16,11338.73,11374.96,11376.83,11338.73
367,2020-10-16,11329.76,11318.94,11329.76,11290.88
368,2020-10-16,11318.94,11344.63,11346.21,11310.71
369,2020-10-16,11312.24,11377.21,11396.6,11307.71
370,2020-10-16,11352.44,11338.73,11358.51,11327.9
371,2020-10-16,11253.87,11312.24,11332.87,11252.26
372,2020-10-16,11535.9,11525.17,11541.41,11517.83
373,2020-10-16,11319.19,11311.42,11345.79,11308.79
374,2020-10-16,11335.3,11319.19,11343.39,11317.91
375,2020-10-16,11350.56,11335.3,11359.05,11317.82
376,2020-10-16,11278.26,11350.56,11363.3,11272.89
377,2020-10-16,11513.63,11278.26,11513.63,11224.89
378,2020-10-16,11525.17,11513.63,11536.75,11493.15
379,2020-10-16,11311.42,11253.87,11311.42,11225.85
380,2020-10-16,11509.21,11535.9,11545.35,11508.74
381,2020-10-16,11508.31,11509.21,11511.61,11476.48
382,2020-10-16,11485.86,11508.31,11508.89,11477.01
383,2020-10-16,11498.92,11485.86,11519.95,11480.6
384,2020-10-17,11348.69,11356.48,11356.51,11329.75
385,2020-10-17,11356.48,11331.39,11360.44,11322.6
386,2020-10-17,11331.39,11360.95,11364.34,11270.69
387,2020-10-17,11360.95,11343.08,11410.01,11335.83
388,2020-10-17,11343.08,11331.67,11346.52,11313.32
389,2020-10-17,11355.93,11350.06,11368.79,11345.34
390,2020-10-17,11346.4,11350.84,11354.49,11340.73
391,2020-10-17,11350.84,11347.82,11363.15,11342.65
392,2020-10-17,11347.82,11355.93,11365.48,11331.32
393,2020-10-17,11355.19,11348.69,11359.45,11343.47
394,2020-10-17,11331.67,11346.4,11347.7,11323.38
395,2020-10-17,11341.49,11355.19,11356.06,11339.43
396,2020-10-17,11327.52,11341.49,11343.41,11319.31
397,2020-10-17,11355.53,11327.52,11365.76,11327.29
398,2020-10-17,11355.43,11326.25,11358.44,11316.86
399,2020-10-17,11326.25,11305.37,11330.93,11281.46
400,2020-10-17,11305.37,11339.52,11351.8,11302.28
401,2020-10-17,11339.52,11350.79,11353.74,11331.97
402,2020-10-17,11344.63,11355.43,11358.66,11333.8
403,2020-10-17,11370.97,11355.87,11371.14,11349.46
404,2020-10-17,11355.87,11361.1,11370.48,11345.94
405,2020-10-17,11361.1,11356.34,11382.42,11350.39
406,2020-10-17,11356.34,11355.53,11370.97,11349.4
407,2020-10-17,11350.79,11370.97,11371.28,11334.59
408,2020-10-18,11423.27,11427.13,11438.05,11417.14
409,2020-10-18,11444.12,11448.08,11450.26,11422.87
410,2020-10-18,11453.05,11444.12,11460.12,11443.98
411,2020-10-18,11470.25,11453.05,11480.54,11452.6
412,2020-10-18,11466.53,11470.25,11472.54,11450.54
413,2020-10-18,11455.29,11466.53,11472.68,11439.11
414,2020-10-18,11440.1,11455.29,11464.9,11433.55
415,2020-10-18,11444.22,11440.1,11487.75,11428.8
416,2020-10-18,11422.21,11444.22,11445.76,11422.21
417,2020-10-18,11427.13,11422.21,11435.87,11419.14
418,2020-10-18,11409.72,11423.27,11428.1,11409.18
419,2020-10-18,11448.08,11462.26,11469.84,11446.02
420,2020-10-18,11455.62,11437.09,11472.07,11425.77
421,2020-10-18,11350.06,11351.49,11357.85,11343.81
422,2020-10-18,11351.49,11367.65,11371.55,11349.29
423,2020-10-18,11367.65,11379.31,11387.67,11357.25
424,2020-10-18,11379.31,11401.22,11406.06,11378.63
425,2020-10-18,11401.22,11385.88,11404.52,11378.19
426,2020-10-18,11437.09,11409.72,11441.72,11409.14
427,2020-10-18,11379.18,11379.07,11391.42,11376.17
428,2020-10-18,11379.07,11398.89,11403.44,11378.9
429,2020-10-18,11398.89,11448.7,11462.22,11390.62
430,2020-10-18,11448.7,11455.62,11456.23,11435.28
431,2020-10-18,11385.88,11379.18,11392.32,11376.5
432,2020-10-19,11482.2,11482.8,11522.3,11478.13
433,2020-10-19,11694.29,11735.06,11738.05,11672.81
434,2020-10-19,11679.59,11694.29,11702.36,11670.17
435,2020-10-19,11729.54,11679.59,11757.03,11677.76
436,2020-10-19,11770.22,11729.54,11780.68,11728.07
437,2020-10-19,11804.9,11770.22,11821.95,11762.52
438,2020-10-19,11660.16,11804.9,11816.15,11647.84
439,2020-10-19,11649.39,11660.16,11680.99,11621.76
440,2020-10-19,11521.42,11649.39,11677.65,11520.74
441,2020-10-19,11482.8,11521.42,11535.11,11477.56
442,2020-10-19,11486.42,11482.2,11495.82,11462.09
443,2020-10-19,11735.06,11755.76,11759.69,11710.22
444,2020-10-19,11465.56,11469.43,11471.93,11450.44
445,2020-10-19,11462.26,11468.59,11480.01,11456.53
446,2020-10-19,11468.59,11513.33,11513.68,11462.31
447,2020-10-19,11513.33,11477.48,11532.86,11460.1
448,2020-10-19,11477.48,11470.04,11482.85,11467.53
449,2020-10-19,11470.04,11464.31,11476.71,11446.21
450,2020-10-19,11469.43,11486.42,11486.42,11459.78
451,2020-10-19,11423.75,11445.64,11448.8,11417.11
452,2020-10-19,11445.64,11443.52,11453.33,11426.23
453,2020-10-19,11443.52,11454.98,11459.94,11429.54
454,2020-10-19,11454.98,11465.56,11470.82,11449.64
455,2020-10-19,11464.31,11423.75,11469.32,11419.9
456,2020-10-20,11841.63,11776.46,11929.51,11757.22
457,2020-10-20,11776.46,11884.75,11894.77,11767.7
458,2020-10-20,11884.75,11935.33,11945.78,11838.84
459,2020-10-20,11935.33,11926.0,11954.57,11882.4
460,2020-10-20,11926.0,11932.04,11990.37,11902.65
461,2020-10-20,11975.49,11970.31,12047.73,11956.1
462,2020-10-20,11970.31,11973.25,11980.54,11929.42
463,2020-10-20,11973.25,11927.28,11987.78,11911.05
464,2020-10-20,11927.28,11905.87,11927.28,11868.82
465,2020-10-20,11797.29,11841.63,11845.97,11784.4
466,2020-10-20,11932.04,11975.49,11992.62,11913.69
467,2020-10-20,11905.87,11931.2,11938.61,11887.02
468,2020-10-20,11747.36,11797.29,11820.16,11735.96
469,2020-10-20,11794.3,11742.74,11850.81,11723.88
470,2020-10-20,11763.93,11794.3,11802.04,11748.49
471,2020-10-20,11728.72,11763.93,11764.85,11722.65
472,2020-10-20,11747.49,11728.72,11759.88,11726.36
473,2020-10-20,11727.5,11747.49,11768.58,11714.96
474,2020-10-20,11700.36,11727.5,11733.95,11696.39
475,2020-10-20,11731.66,11700.36,11740.3,11688.39
476,2020-10-20,11756.88,11731.66,11759.39,11711.79
477,2020-10-20,11742.52,11756.88,11757.15,11718.6
478,2020-10-20,11755.76,11742.52,11783.34,11728.3
479,2020-10-20,11742.74,11747.36,11766.44,11709.03
480,2020-10-21,12249.66,12248.11,12294.87,12240.31
