,Date,HourlyPrice
812,2020-12-04,19213.24
813,2020-12-04,19330.46
814,2020-12-04,19315.36
815,2020-12-04,19408.06
816,2020-12-04,19307.02
817,2020-12-05,19075.97
818,2020-12-05,19011.31
819,2020-12-05,19056.37
820,2020-12-05,19123.65
821,2020-12-05,19124.11
822,2020-12-05,19123.0
823,2020-12-05,19105.02
824,2020-12-05,19115.31
825,2020-12-05,19082.24
826,2020-12-05,18990.66
827,2020-12-05,19024.69
828,2020-12-05,18665.0
829,2020-12-05,19122.88
830,2020-12-05,18783.68
831,2020-12-05,18656.98
832,2020-12-05,18811.35
833,2020-12-05,18828.23
834,2020-12-05,18678.83
835,2020-12-05,18973.46
836,2020-12-05,18980.88
837,2020-12-05,18932.42
838,2020-12-05,19162.7
839,2020-12-05,18893.79
840,2020-12-05,19123.86
841,2020-12-06,18981.04
842,2020-12-06,19234.49
843,2020-12-06,19177.0
844,2020-12-06,19141.73
845,2020-12-06,19112.86
846,2020-12-06,19135.05
847,2020-12-06,19113.12
848,2020-12-06,19133.51
849,2020-12-06,19119.29
850,2020-12-06,18958.37
851,2020-12-06,19078.46
852,2020-12-06,19047.03
853,2020-12-06,19041.67
854,2020-12-06,19156.84
855,2020-12-06,19270.68
856,2020-12-06,19265.47
857,2020-12-06,19233.2
858,2020-12-06,19023.92
859,2020-12-06,19191.83
860,2020-12-06,19168.76
861,2020-12-06,19188.33
862,2020-12-06,19229.56
863,2020-12-06,19022.07
864,2020-12-06,19195.18
865,2020-12-07,19193.89
866,2020-12-07,19209.58
867,2020-12-07,19225.04
868,2020-12-07,19199.0
869,2020-12-07,18952.59
870,2020-12-07,19234.55
871,2020-12-07,18973.59
872,2020-12-07,19056.1
873,2020-12-07,19082.91
874,2020-12-07,19167.9
875,2020-12-07,19110.47
876,2020-12-07,19295.54
877,2020-12-07,19210.99
878,2020-12-07,19146.8
879,2020-12-07,19195.52
880,2020-12-07,19378.94
881,2020-12-07,19324.49
882,2020-12-07,19215.04
883,2020-12-07,19304.43
884,2020-12-07,19377.54
885,2020-12-07,19252.56
886,2020-12-07,19305.88
887,2020-12-07,19294.64
888,2020-12-07,19253.09
889,2020-12-08,18777.31
890,2020-12-08,18738.27
891,2020-12-08,18794.17
892,2020-12-08,18825.88
893,2020-12-08,18926.16
894,2020-12-08,18840.71
895,2020-12-08,18823.86
896,2020-12-08,18931.47
897,2020-12-08,18734.65
898,2020-12-08,18790.01
899,2020-12-08,18878.61
900,2020-12-08,18797.5
901,2020-12-08,19126.98
902,2020-12-08,18819.48
903,2020-12-08,19234.44
904,2020-12-08,19223.85
905,2020-12-08,19186.87
906,2020-12-08,19164.0
907,2020-12-08,19181.41
908,2020-12-08,19294.76
909,2020-12-08,19164.74
910,2020-12-08,19153.59
911,2020-12-08,19068.5
912,2020-12-08,19182.36
913,2020-12-09,18245.97
914,2020-12-09,18519.18
915,2020-12-09,18337.24
916,2020-12-09,18262.72
917,2020-12-09,18203.52
918,2020-12-09,18306.65
919,2020-12-09,18390.83
920,2020-12-09,18348.31
921,2020-12-09,18466.22
922,2020-12-09,18490.89
923,2020-12-09,18258.17
924,2020-12-09,18282.98
925,2020-12-09,18047.37
926,2020-12-09,18221.0
927,2020-12-09,18323.52
928,2020-12-09,18180.07
929,2020-12-09,18222.01
930,2020-12-09,18301.62
931,2020-12-09,18389.36
932,2020-12-09,18208.39
933,2020-12-09,18216.94
934,2020-12-09,17930.9
935,2020-12-09,17959.95
936,2020-12-09,18163.03
937,2020-12-10,18212.0
938,2020-12-10,18352.8
939,2020-12-10,18370.24
940,2020-12-10,18395.91
941,2020-12-10,18275.48
942,2020-12-10,18210.95
943,2020-12-10,18180.15
944,2020-12-10,18133.16
945,2020-12-10,18075.68
946,2020-12-10,18224.51
947,2020-12-10,18194.34
948,2020-12-10,18392.26
949,2020-12-10,18246.66
950,2020-12-10,18442.93
951,2020-12-10,18433.43
952,2020-12-10,18557.69
953,2020-12-10,18406.47
954,2020-12-10,18549.92
955,2020-12-10,18372.45
956,2020-12-10,18310.15
957,2020-12-10,18348.96
958,2020-12-10,18445.37
959,2020-12-10,18416.22
960,2020-12-10,18146.4
961,2020-12-11,17865.51
962,2020-12-11,18105.13
963,2020-12-11,17981.3
964,2020-12-11,17980.19
965,2020-12-11,18047.43
966,2020-12-11,17996.54
967,2020-12-11,17978.08
968,2020-12-11,18111.41
969,2020-12-11,18062.71
970,2020-12-11,17976.59
971,2020-12-11,17649.67
972,2020-12-11,17808.4
973,2020-12-11,17751.85
974,2020-12-11,18250.47
975,2020-12-11,18024.57
976,2020-12-11,17903.46
977,2020-12-11,17809.84
978,2020-12-11,18334.56
979,2020-12-11,17968.4
980,2020-12-11,17904.08
981,2020-12-11,17928.85
982,2020-12-11,17817.22
983,2020-12-11,17890.62
984,2020-12-11,17992.72
985,2020-12-12,18450.21
986,2020-12-12,18412.69
987,2020-12-12,18509.6
988,2020-12-12,18411.79
989,2020-12-12,18699.22
990,2020-12-12,18496.87
991,2020-12-12,18810.23
992,2020-12-12,18781.38
993,2020-12-12,18805.7
994,2020-12-12,18409.28
